scenario,run_id,window_start_s,window_end_s,label,is_anomalous,offset_mean,offset_std,offset_abs_max,path_delay_mean,pdv_std,seq_regressions,msg_irregularity,synce_ql_max,gnss_loss_rate,holdover_rate
gnss_loss_holdover,2,1.0,1.4,healthy,0,-0.10418112827458541,1.9917937798511782,5.2470121149232885,50001.777019728215,5.921536613120671,0,0.0,1,0.0,0.0
gnss_loss_holdover,2,1.2,1.6,healthy,0,0.8410272022508544,1.7702725921919622,3.5572984407004453,49999.933761887805,7.715393488895984,0,0.0,1,0.0,0.0
gnss_loss_holdover,2,1.4,1.8,healthy,0,0.4370819477200502,1.7413813164436591,3.5572984407004453,49999.006505514655,9.375870624328375,0,0.0,1,0.0,0.0
gnss_loss_holdover,2,1.6,2.0,healthy,0,-0.977821686342671,1.5867046908500222,3.959686819941732,50000.94631332095,8.665020398285805,0,0.0,1,0.0,0.0
gnss_loss_holdover,2,1.8,2.2,healthy,0,2.47734508296269,5.365949124076884,13.284793100736678,50000.33894794446,7.2250064843235835,0,0.0,1,0.5,0.5
gnss_loss_holdover,2,2.0,2.4,H0,1,12.18286551017703,7.409268942763837,25.83152849438367,49998.48978540634,6.95811484788918,0,0.0,1,1.0,1.0
gnss_loss_holdover,2,2.2,2.6,H0,1,27.397523398368993,10.610861047104187,43.97172491609595,49997.11844502484,5.991245260251723,0,0.0,1,1.0,1.0
gnss_loss_holdover,2,2.4,2.8,H0,1,45.798590472737324,10.086052244302007,61.74234236488641,49999.92557760624,5.9761158600019515,0,0.0,1,1.0,1.0
gnss_loss_holdover,2,2.6,3.0,H0,1,64.57590593405529,11.229610866779849,83.04395332085488,49999.50959651161,6.322892434836546,0,0.0,1,1.0,1.0
gnss_loss_holdover,2,2.8,3.2,H0,1,83.72836758921414,9.219950868016728,98.34559057262635,49998.659212436556,7.652680867160476,0,0.0,1,1.0,1.0
gnss_loss_holdover,2,3.0,3.4,H0,1,100.21310138654452,8.24672061552189,111.50693063035557,49999.6226893917,8.046330164742754,0,0.0,1,1.0,1.0
gnss_loss_holdover,2,3.2,3.6,H0,1,115.2413893949418,9.077792717987236,131.36136782807267,50000.01262865879,7.6733730105359905,0,0.0,1,1.0,1.0
gnss_loss_holdover,2,3.4,3.8,H0,1,131.41271727922236,9.808220562493966,148.60591720457091,50000.51570577546,6.694031934863664,0,0.0,1,1.0,1.0
gnss_loss_holdover,2,3.6,4.0,H0,1,148.09996867932625,9.362291048377045,162.90571401638434,49998.988195149184,7.125449525544961,0,0.0,1,1.0,1.0
gnss_loss_holdover,2,3.8,4.2,H0,1,164.92664978572066,9.838080283553085,184.5482349505622,49999.12475766894,7.608250024771338,0,0.0,1,1.0,1.0
gnss_loss_holdover,2,4.0,4.4,H0,1,181.95463718131148,10.081626686470242,199.54677422050202,49997.38277953747,7.922996880064863,0,0.0,1,1.0,1.0
gnss_loss_holdover,2,4.2,4.6,H0,1,201.1420746174748,11.497741290437729,217.01509701624917,49997.826449144915,7.225340231829138,0,0.0,1,1.0,1.0
gnss_loss_holdover,2,4.4,4.8,H0,1,218.32641280169065,8.029757593032624,230.70140238949952,50001.766567404484,7.969087977661852,0,0.0,1,1.0,1.0
gnss_loss_holdover,2,4.6,5.0,H0,1,234.23944173163574,10.890460373660448,250.8799241442518,50004.84196544706,7.905178115416056,0,0.0,1,1.0,1.0
gnss_loss_holdover,2,4.8,5.2,H0,1,155.87076437005652,95.93099260770909,250.8799241442518,50002.242598243334,7.6041263830001675,0,0.0,1,0.5,0.5
gnss_loss_holdover,2,5.0,5.4,healthy,0,35.869156141897356,50.396106899447005,186.65364157001343,50000.893844323946,7.228298083315063,0,0.0,1,0.0,0.0
gnss_loss_holdover,2,5.2,5.6,healthy,0,1.7283933015942776,3.4518713112192754,11.362176916211176,49998.82545648101,8.883027866191982,0,0.0,1,0.0,0.0
